City_ID,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
325,malabar,AU,2024-05-09,-33.9667,151.25,75,76,71.97799999999997,5.66
326,taos,US,2024-05-09,36.4072,-105.5731,100,78,45.71600000000001,7.2
327,bodaybo,RU,2024-05-09,57.8506,114.1933,100,80,42.02599999999999,2.22
328,gaozhou,CN,2024-05-09,21.9392,110.8461,88,76,81.95,5.07
329,la cruz,MX,2024-05-09,23.9167,-106.9,2,51,75.46999999999997,3.14
330,chokwe,MZ,2024-05-09,-24.5333,32.9833,0,80,61.411999999999956,2.33
331,carolina,PR,2024-05-09,18.3808,-65.9574,40,86,82.63399999999999,2.06
332,selfoss,IS,2024-05-09,63.9331,-20.9971,100,57,44.311999999999955,3.72
333,pades,RO,2024-05-09,45.0167,22.85,100,91,50.50399999999995,2.12
334,las tablas,PA,2024-05-09,7.7667,-80.2833,100,99,81.44600000000005,1.72
335,mizdah,LY,2024-05-09,31.4451,12.9801,0,79,56.89399999999998,6.58
336,namdrik,MH,2024-05-09,5.5994,168.1028,100,81,83.33599999999997,4.26
337,vershino-darasunskiy,RU,2024-05-09,52.35,115.5167,100,57,48.57799999999996,3.9
338,mil'kovo,RU,2024-05-09,55.6078,37.7956,43,59,36.248000000000026,4.6
339,wad medani,SD,2024-05-09,14.4012,33.5199,100,12,83.33599999999997,4.21
340,santa cruz,BO,2024-05-09,-17.8,-63.1667,36,94,64.13000000000005,1.03
341,tillaberi,NE,2024-05-09,14.2117,1.4531,72,37,90.76999999999995,4.12
342,alvorada,BR,2024-05-09,-12.48,-49.1247,22,48,72.31999999999996,1.84
343,rufino,AR,2024-05-09,-34.2683,-62.7126,49,63,44.492,3.7
344,boundiali,CI,2024-05-09,9.5217,-6.4869,31,77,77.41400000000004,2.1
345,karasburg,NA,2024-05-09,-28.0167,18.75,54,45,63.608000000000004,4.95
346,tofol,FM,2024-05-09,5.3248,163.0078,100,84,84.25399999999996,5.66
347,verkh-chebula,RU,2024-05-09,56.0308,87.6218,100,41,61.069999999999965,3.03
348,krasnokamensk,RU,2024-05-09,50.0979,118.0369,81,56,52.17799999999997,6.1
349,parral,MX,2024-05-09,26.9333,-105.6667,81,11,68.95399999999995,5.72
350,lobujya,NP,2024-05-09,27.95,86.8167,88,62,27.10399999999995,2.05
351,faya-largeau,TD,2024-05-09,17.9257,19.1043,62,15,90.17599999999999,4.63
352,nova sintra,CV,2024-05-09,14.8667,-24.7167,8,77,75.14600000000004,9.01
353,aginskoye,RU,2024-05-09,51.1,114.53,100,81,37.49000000000002,7.83
354,dakhla,EH,2024-05-09,23.6848,-15.958,100,87,65.066,7.28
355,bloemfontein,ZA,2024-05-09,-29.1211,26.214,0,76,49.748000000000026,1.03
356,ardakan,IR,2024-05-09,32.31,54.0175,0,48,62.67200000000004,2.36
357,williston,US,2024-05-09,48.147,-103.618,44,59,60.58399999999999,3.09
358,kirensk,RU,2024-05-09,57.7853,108.1119,43,57,41.233999999999995,4.02
359,kirakira,SB,2024-05-09,-10.4544,161.9205,71,73,83.76799999999999,4.83
360,shalqar,KZ,2024-05-09,47.8333,59.6,7,43,51.25999999999998,3.15
361,betio village,KI,2024-05-09,1.358,172.9211,100,75,84.50600000000003,2.18
362,nova vicosa,BR,2024-05-09,-17.8919,-39.3719,0,84,77.71999999999997,2.95
363,mahina,PF,2024-05-09,-17.5065,-149.489,20,70,84.23599999999996,3.09
364,gaiman,AR,2024-05-09,-43.2897,-65.4929,2,61,47.20999999999998,1.22
365,tranovaho,,,,,,,,
366,darwin,AU,2024-05-09,-12.4611,130.8418,20,50,92.15600000000003,7.2
367,alotau,,,,,,,,
368,hotan,CN,2024-05-09,37.0997,79.9269,32,9,85.118,6.78
369,lata,PT,2024-05-09,40.1629,-8.3327,58,70,57.34399999999997,0.03
370,serres,GR,2024-05-09,41.0856,23.5497,100,92,62.63599999999997,1.66
371,bhamo,MM,2024-05-09,24.2667,97.2333,94,46,88.50199999999998,0.95
372,broome,US,2024-05-09,42.2506,-75.833,100,86,54.248000000000026,1.54
373,pariang,,,,,,,,
374,skagen,DK,2024-05-09,57.7209,10.5839,91,94,50.05399999999995,8.12
375,chapadinha,BR,2024-05-09,-3.7417,-43.3603,87,81,77.41400000000004,0.75
376,tadine,NC,2024-05-09,-21.55,167.8833,65,64,74.11999999999996,7.4
377,dean funes,AR,2024-05-09,-30.4204,-64.3498,100,51,45.464000000000034,2.12
378,yetkul',RU,2024-05-09,54.8221,61.588,90,68,35.725999999999985,7.14
379,kolonia town,FM,2024-05-09,6.964,158.206,100,74,88.17799999999997,4.12
380,nar'yan-mar,RU,2024-05-09,67.6713,53.087,100,95,29.372000000000035,11.62
381,siwa oasis,EG,2024-05-09,29.2041,25.5195,100,43,73.20199999999997,7.27
382,mount pearl,CA,2024-05-09,47.5166,-52.7813,100,92,37.72400000000001,2.57
383,nuku'alofa,TO,2024-05-09,-21.1333,-175.2,20,61,79.41199999999995,2.57
384,tsiombe,MG,2024-05-09,-25.3,45.4833,0,83,66.55999999999997,2.02
385,belokurikha,RU,2024-05-09,51.9959,84.9896,93,37,74.75,2.44
386,antonio enes,MZ,2024-05-09,-16.2325,39.9086,6,85,73.292,2.49
387,hayma',,,,,,,,
388,kotabumi,ID,2024-05-09,-4.8333,104.9,35,72,86.25199999999998,2.01
389,port isabel,US,2024-05-09,26.0734,-97.2086,0,86,84.542,5.66
390,bage,BR,2024-05-09,-31.3314,-54.1069,100,71,51.83599999999997,3.12
391,keflavik,IS,2024-05-09,64.0049,-22.5624,100,76,45.30199999999998,5.14
392,olsztynek,PL,2024-05-09,53.5837,20.2847,100,83,40.90999999999998,2.53
393,hasaki,JP,2024-05-09,35.7333,140.8333,0,35,73.56199999999995,6.51
394,bartica,GY,2024-05-09,6.4,-58.6167,100,95,79.39399999999998,1
395,inhambane,MZ,2024-05-09,-23.865,35.3833,3,87,69.24199999999999,0.52
396,howrah,IN,2024-05-09,22.5892,88.3103,40,88,77.26999999999995,4.12
397,maralal,KE,2024-05-09,1.0968,36.698,85,91,57.45199999999998,1.43
398,flying fish cove,CX,2024-05-09,-10.4217,105.6791,100,83,80.54600000000005,6.69
399,alma,CA,2024-05-09,48.5501,-71.6491,24,77,46.79600000000005,1.28
400,moreira sales,BR,2024-05-09,-24.0622,-53.0069,74,55,75.77599999999998,3.05
401,santa barbara,US,2024-05-09,34.7333,-120.0343,0,72,59.82799999999996,3.09
402,santo angelo,BR,2024-05-09,-28.2992,-54.2631,95,86,60.83599999999997,2.88
403,cockburn town,TC,2024-05-09,21.4612,-71.1419,0,80,78.44000000000003,6.22
404,banda aceh,ID,2024-05-09,5.5577,95.3222,74,69,85.80199999999998,0.63
405,beledweyne,SO,2024-05-09,4.7358,45.2036,100,74,80.924,2.91
406,tolanaro,MG,2024-05-09,-25.0319,46.9987,20,73,75.542,8.23
407,wainwright,CA,2024-05-09,52.839,-110.8572,48,60,55.13000000000004,2.84
408,revda,RU,2024-05-09,56.801,59.9303,63,53,34.66400000000003,5.61
409,suva,FJ,2024-05-09,-18.1416,178.4415,40,57,80.34800000000003,3.6
410,machico,PT,2024-05-09,32.7,-16.7667,40,79,68.9,2.06
411,breyten,ZA,2024-05-09,-26.3018,29.987,0,46,48.57799999999996,1.13
412,betioky,MG,2024-05-09,-23.7167,44.3833,0,81,64.90399999999995,2.79
413,kataragama,,,,,,,,
414,taroa,MH,2024-05-09,8.7058,171.2275,99,83,82.184,8.21
415,warwick,US,2024-05-09,41.7001,-71.4162,100,75,53.54600000000005,5.66
416,ujae,MH,2024-05-09,8.9322,165.7642,100,80,82.30999999999997,8.74
417,coahuayana de hidalgo,MX,2024-05-09,18.7,-103.6583,28,87,71.49199999999999,0.51
418,tosontsengel,MN,2024-05-09,48.7567,98.2839,45,20,48.84800000000003,6.07
419,batticaloa,LK,2024-05-09,7.7102,81.6924,91,73,84.36199999999997,1.52
420,keetmanshoop,NA,2024-05-09,-26.5833,18.1333,43,46,72.78800000000004,5.66
421,karema,TZ,2024-05-09,-6.8205,30.4389,76,85,69.70999999999998,2.78
422,novyy urgal,RU,2024-05-09,51.0736,132.5642,99,24,56.04800000000003,2.16
423,tual,ID,2024-05-09,-5.6667,132.75,42,80,82.88599999999997,5.78
424,mersa matruh,EG,2024-05-09,31.3525,27.2453,0,82,66.66799999999998,2.06
425,ibotirama,BR,2024-05-09,-12.1853,-43.2206,5,68,71.27599999999998,0.67
426,kharp,RU,2024-05-09,66.8014,65.8081,100,95,25.988000000000046,10.39
427,severo-yeniseyskiy,RU,2024-05-09,60.3725,93.0408,100,89,36.842,1.79
428,puerto san jose,GT,2024-05-09,13.9256,-90.8244,41,69,85.38800000000005,3.15
429,kapa'a,US,2024-05-09,22.0752,-159.319,0,80,79.39399999999998,4.12
430,la'ie,US,2024-05-09,21.6477,-157.9253,68,76,77.37799999999996,2.68
431,oranjemund,NA,2024-05-09,-28.55,16.4333,1,91,53.725999999999985,1.65
432,quibala,AO,2024-05-09,-10.7337,14.98,100,77,66.86600000000001,1.13
433,poronaysk,RU,2024-05-09,49.2167,143.1167,93,60,50.75600000000003,2.67
434,cody,US,2024-05-09,44.5263,-109.0565,100,78,49.45999999999998,6.69
435,mugia,ES,2024-05-09,43.1041,-9.2179,65,76,56.174000000000014,3.05
436,bikenibeu village,KI,2024-05-09,1.3673,173.1241,40,84,84.434,2.57
437,sampang,ID,2024-05-09,-7.1872,113.2394,98,70,85.04600000000005,4.49
438,kyzyl,RU,2024-05-09,51.7,94.45,66,37,51.29600000000005,1.34
439,kapadvanj,IN,2024-05-09,23.0167,73.0667,0,49,84.25399999999996,2.72
440,brookings,US,2024-05-09,44.3114,-96.7984,0,64,61.069999999999965,0
441,isla vista,US,2024-05-09,34.4133,-119.861,0,79,66.092,4.12
442,pahrump,US,2024-05-09,36.2083,-115.9839,51,19,73.72400000000002,4.47
443,forest,US,2024-05-09,37.3638,-79.2897,0,87,70.12400000000002,0
444,lautoka,FJ,2024-05-09,-17.6167,177.4667,40,47,82.52599999999998,6.69
445,bel ombre,SC,2024-05-09,-4.6167,55.4167,20,89,80.708,1.03
446,imbituba,BR,2024-05-09,-28.24,-48.6703,100,91,62.167999999999985,1.52
447,kupang,ID,2024-05-09,-10.1667,123.5833,2,55,88.25,5.58
448,dawson creek,CA,2024-05-09,55.7666,-120.2362,0,24,71.50999999999999,7.2
449,bronnitsy,RU,2024-05-09,55.4194,38.2708,0,60,36.608000000000004,3
450,nadym,RU,2024-05-09,65.5333,72.5167,100,100,35.24000000000002,11.06
451,tazovsky,RU,2024-05-09,67.4667,78.7,99,87,30.23599999999997,8.97
452,durango,MX,2024-05-09,24.8333,-104.8333,59,17,69.51199999999996,4.42
453,mendeleyevsk,RU,2024-05-09,55.9082,52.2905,25,62,31.51400000000003,7.86
454,praia,CV,2024-05-09,14.9215,-23.5087,0,41,77.80999999999997,4.63
455,la passe,FR,2024-05-09,45.5549,-0.8967,22,91,56.67799999999997,4.02
456,mbanza kongo,AO,2024-05-09,-6.267,14.2401,99,98,71.31199999999995,0.64
457,port hedland,AU,2024-05-09,-20.3167,118.5667,57,21,86.32400000000001,8.75
458,rehoboth,NA,2024-05-09,-23.3167,17.0833,14,43,66.27200000000005,1.38
459,novodvinsk,RU,2024-05-09,64.4165,40.8122,99,59,28.417999999999985,4.49
460,uliastay,MN,2024-05-09,47.7417,96.8444,16,22,50.522000000000034,2.42
461,balkanabat,TM,2024-05-09,39.5108,54.3671,0,43,69.31400000000004,3.28
462,bayji,IQ,2024-05-09,34.9311,43.487,1,37,73.04000000000002,1.53
463,nouadhibou,MR,2024-05-09,20.931,-17.0347,100,85,65.42599999999999,9.1
464,langarud,IR,2024-05-09,37.197,50.1535,79,76,62.07799999999996,1.29
465,puerto lempira,HN,2024-05-09,15.2667,-83.7667,99,79,82.75999999999999,5.79
466,kosh-agach,RU,2024-05-09,50,88.6667,15,39,51.58399999999999,1.79
467,tiznit,MA,2024-05-09,29.5833,-9.5,100,63,67.226,0.96
468,gaspe,CA,2024-05-09,48.8334,-64.4819,100,70,41.48599999999997,3.6
469,cabo san lucas,MX,2024-05-09,22.8909,-109.9124,0,47,81.17599999999999,2.06
470,choix,MX,2024-05-09,26.7092,-108.3219,63,18,79.62799999999996,1.47
471,bogale,MM,2024-05-09,16.2833,95.4,1,42,94.98200000000003,1.65
472,hami,CN,2024-05-09,42.8,93.45,0,24,74.93000000000004,4.01
473,mejit,MH,2024-05-09,10.2753,170.8646,98,82,81.5,8.57
474,tataouine,TN,2024-05-09,32.9297,10.4518,4,79,59.306000000000026,3.9
475,mancio lima,BR,2024-05-09,-7.6142,-72.8958,100,100,77.342,0
476,wuxue,CN,2024-05-09,29.8506,115.5525,99,62,79.32200000000003,4.46
477,berezovo,RU,2024-05-09,63.9381,65.0419,65,84,32.0,5.61
478,langepas,RU,2024-05-09,61.2544,75.2124,100,89,40.60399999999995,8
479,sete,FR,2024-05-09,43.4018,3.6966,0,70,53.725999999999985,1.91
480,sisimiut,GL,2024-05-09,66.9395,-53.6735,10,80,22.424000000000014,3.44
481,sandnessjoen,NO,2024-05-09,66.0217,12.6316,96,67,38.19199999999999,8.48
482,kassiri,SL,2024-05-09,8.9372,-13.1244,100,89,77.558,2.3
483,katsuura,JP,2024-05-09,35.1333,140.3,0,47,64.65199999999999,5.51
484,harper,LR,2024-05-09,4.375,-7.7169,84,84,81.42799999999997,2.64
485,porangatu,BR,2024-05-09,-13.4408,-49.1486,5,58,68.792,0.74
486,praia da vitoria,PT,2024-05-09,38.7333,-27.0667,20,88,62.024000000000015,1.45
487,mount pleasant,US,2024-05-09,32.7941,-79.8626,0,93,72.26600000000002,4.63
488,kudahuvadhoo,MV,2024-05-09,2.6708,72.8944,59,76,85.15399999999995,5.02
489,susuman,RU,2024-05-09,62.7833,148.1667,99,68,37.25600000000003,1.79
490,tamiahua,MX,2024-05-09,21.2667,-97.45,100,50,87.49399999999997,3.92
491,baiao,BR,2024-05-09,-2.7906,-49.6717,88,100,74.984,1.04
492,datca,TR,2024-05-09,36.7378,27.6842,100,57,64.92200000000004,0.2
493,lerwick,GB,2024-05-09,60.1545,-1.1494,100,97,46.66999999999996,6.52
494,kerikeri,NZ,2024-05-09,-35.2268,173.9474,1,50,66.18200000000002,5.81
495,pohang,KR,2024-05-09,36.0322,129.365,20,35,76.45999999999998,4.88
496,saint-felicien,CA,2024-05-09,48.6501,-72.4491,0,53,45.55399999999995,3.6
497,xinyuan,CN,2024-05-09,37.3,99,100,73,39.34399999999997,1.27
498,sao vicente,BR,2024-05-09,-23.9631,-46.3919,71,26,79.25,1.81
499,semey,KZ,2024-05-09,50.4111,80.2275,0,37,70.28599999999997,2
500,esfarayen,IR,2024-05-09,37.0765,57.5101,69,59,48.127999999999965,2.5
501,neryungri,RU,2024-05-09,56.6709,124.6491,97,79,33.458000000000006,1.38
502,smithers,CA,2024-05-09,54.7804,-127.1743,20,30,72.19399999999997,4.12
503,el granada,US,2024-05-09,37.5027,-122.4694,0,78,76.71199999999996,7.2
504,viana,BR,2024-05-09,-20.3903,-40.4961,31,95,77.03599999999997,1.48
505,suizhou,CN,2024-05-09,31.7111,113.3631,12,59,77.54000000000002,7.7
506,alibag,IN,2024-05-09,18.6411,72.8792,1,69,84.542,1.81
507,ilhabela,BR,2024-05-09,-23.7781,-45.3581,51,93,75.10999999999999,2.21
508,glace bay,CA,2024-05-09,46.1969,-59.957,100,97,39.16400000000003,4.63
509,buulobarde,SO,2024-05-09,3.8538,45.5674,95,81,78.80000000000001,4.6
510,baotou,CN,2024-05-09,40.6522,109.8222,100,39,67.65800000000002,10.84
511,chissamba,AO,2024-05-09,-12.1667,17.3333,15,62,57.866000000000014,1.06
512,khandyga,RU,2024-05-09,62.6667,135.6,100,69,39.056000000000026,1.9
513,chesma,RU,2024-05-09,53.8111,60.6533,37,48,37.66999999999996,7.96
514,crato,BR,2024-05-09,-7.2342,-39.4094,75,100,75.18200000000002,4.63
515,auki,SB,2024-05-09,-8.7676,160.7034,100,88,81.24800000000002,1.42
516,manokwari,ID,2024-05-09,-0.8667,134.0833,99,80,83.066,4.11
517,tarauaca,BR,2024-05-09,-8.1614,-70.7656,20,93,75.36199999999997,0.77
518,bannockburn,GB,2024-05-09,56.0898,-3.9109,100,89,57.72200000000004,1.51
519,nantucket,US,2024-05-09,41.2835,-70.0995,0,93,48.57799999999996,3.6
520,el salto,MX,2024-05-09,20.3333,-104.5,0,31,71.16799999999998,1.56
521,sangin,AF,2024-05-09,32.0728,64.8359,18,39,77.64800000000002,6.83
522,novoishimskiy,KZ,2024-05-09,53.1981,66.7694,3,55,49.24399999999997,5.15
523,alice springs,AU,2024-05-09,-23.7,133.8833,75,60,67.81999999999996,5.66
524,les sables-d'olonne,FR,2024-05-09,46.6667,-1.8333,63,91,54.661999999999956,4.88
525,kita,ML,2024-05-09,13.0349,-9.4895,92,43,89.36600000000001,1.48
526,gering,US,2024-05-09,41.8258,-103.6605,100,81,51.38599999999997,3.6
527,pesaro,IT,2024-05-09,43.9036,12.8903,50,84,60.242,4.32
528,kralendijk,BQ,2024-05-09,12.15,-68.2667,40,83,82.65199999999999,5.66
529,kedougou,SN,2024-05-09,12.5579,-12.1743,97,57,86.45,2.86
530,prince rupert,CA,2024-05-09,54.3161,-130.3201,100,85,52.15999999999998,4.12
531,qapqal,,,,,,,,
532,maturin,VE,2024-05-09,9.75,-63.1767,100,73,79.51999999999995,2.42
533,renk,,,,,,,,
534,namtsy,RU,2024-05-09,62.7161,129.6658,100,45,37.88599999999997,3.92
535,morant bay,JM,2024-05-09,17.8815,-76.4093,89,87,85.892,2.85
536,pangody,RU,2024-05-09,65.85,74.4859,100,98,34.30399999999995,11.29
537,sodankyla,FI,2024-05-09,67.4167,26.6,99,98,28.75999999999998,1.76
538,zalingei,SD,2024-05-09,12.9096,23.4741,87,15,78.18800000000005,2.81
539,ash shafa,,,,,,,,
540,bonthe,SL,2024-05-09,7.5264,-12.505,100,85,81.5,2.61
541,namibe,AO,2024-05-09,-15.1961,12.1522,1,71,73.00399999999996,3.49
542,sao joao da barra,BR,2024-05-09,-21.6403,-41.0511,29,89,76.53200000000001,3.84
543,fedorovka,KZ,2024-05-09,53.6314,62.7078,24,55,39.2,9.44
544,sabzevar,IR,2024-05-09,36.2126,57.6819,50,58,57.70399999999995,3.91
545,brejo da madre de deus,BR,2024-05-09,-8.1458,-36.3711,7,92,64.184,2.33
546,freetown,SL,2024-05-09,8.484,-13.2299,75,94,76.98200000000003,1.54
547,okha,RU,2024-05-09,53.5739,142.9478,100,93,38.516000000000005,2.68
548,keyser,US,2024-05-09,39.4409,-78.9739,94,96,62.311999999999955,1.05
549,ostersund,SE,2024-05-09,63.1792,14.6357,18,86,34.88000000000004,6.17
550,patnanungan,PH,2024-05-09,14.7833,122.1833,23,77,83.53399999999999,4.21
551,namsos,NO,2024-05-09,64.4662,11.4957,100,70,41.32400000000001,2.57
552,palpala,AR,2024-05-09,-24.2565,-65.2116,75,93,49.49600000000005,0.51
553,nyazepetrovsk,RU,2024-05-09,56.0531,59.6028,65,55,35.041999999999994,5.35
554,samalut,EG,2024-05-09,28.3121,30.7101,0,11,78.11600000000001,3.86
555,taro,ID,2024-05-09,-8.3862,115.28,46,54,77.26999999999995,0.96
556,ulysses,US,2024-05-09,37.5814,-101.3552,0,58,61.358000000000004,4.63
557,holualoa,US,2024-05-09,19.6228,-155.9522,40,84,78.90800000000002,5.66
558,tanrake village,,,,,,,,
559,fomboni,KM,2024-05-09,-12.28,43.7425,0,68,82.868,8.02
560,ar rahad,SD,2024-05-09,12.7167,30.65,17,9,75.18200000000002,2.13
561,egilsstadir,IS,2024-05-09,65.2653,-14.3948,0,87,35.780000000000044,1.03
562,mount isa,AU,2024-05-09,-20.7333,139.5,40,61,78.83599999999997,4.12
563,kisangani,CD,2024-05-09,0.5167,25.2,100,99,71.33000000000004,0.56
564,fort st. john,CA,2024-05-09,56.2499,-120.8529,40,26,69.96199999999996,6.69
565,dryden,CA,2024-05-09,49.7833,-92.7503,20,26,57.75800000000001,2.06
566,puerto aysen,CL,2024-05-09,-45.4,-72.7,99,99,37.508,0.59
567,qal'at bishah,,,,,,,,
568,xiulin,CN,2024-05-09,29.7167,112.4,100,69,74.51600000000002,7.22
569,chistyye bory,RU,2024-05-09,58.3647,41.6278,100,67,32.97200000000004,6.3
570,balezino,RU,2024-05-09,57.9796,53.0106,100,85,30.83000000000004,8.26
571,paulista florida,BR,2024-05-09,-21.6,-51.2,14,63,70.15999999999998,2.39
572,edmond,US,2024-05-09,35.6528,-97.4781,0,58,70.358,1.34
573,cumaribo,,,,,,,,
574,kikwit,CD,2024-05-09,-5.041,18.8162,100,87,73.34600000000006,0.44
575,ankang,CN,2024-05-09,32.68,109.0172,51,68,74.984,1.14
576,lakatoro,VU,2024-05-09,-16.0999,167.4164,79,59,78.38599999999997,6.75
577,mariental,NA,2024-05-09,-24.6333,17.9667,75,41,73.43599999999998,2.5
578,shenjiamen,CN,2024-05-09,29.9576,122.298,57,79,65.30000000000001,7.78
579,kitimat,CA,2024-05-09,54.0524,-128.6534,54,52,72.24800000000002,2.68
580,poltavka,RU,2024-05-09,54.3663,71.7632,15,65,50.39600000000005,5.86
581,emerald,AU,2024-05-09,-23.5333,148.1667,100,62,74.60600000000002,7.06
582,paragominas,BR,2024-05-09,-2.9667,-47.4833,90,98,73.72400000000002,1.48
583,boda,CF,2024-05-09,4.3189,17.4695,100,81,76.06400000000004,1.37
584,bathsheba,BB,2024-05-09,13.2167,-59.5167,20,78,83.28200000000001,7.72
585,kismayo,SO,2024-05-09,-0.3582,42.5454,41,87,78.674,4.29
586,pamandzi,YT,2024-05-09,-12.7967,45.2794,40,74,80.65399999999995,6.69
587,semenivka,UA,2024-05-09,52.1783,32.5818,100,68,40.29800000000002,4.65
588,knyazhichi,UA,2024-05-09,50.4627,30.7837,32,70,47.15600000000003,2.86
589,fort bragg,US,2024-05-09,35.139,-79.006,0,79,73.50800000000001,5.14
590,childress,US,2024-05-09,34.4264,-100.204,0,33,72.12200000000004,4.63
591,iquique,CL,2024-05-09,-20.2208,-70.1431,82,79,62.906000000000034,1.96
592,san antonio del estrecho,,,,,,,,
593,boyolangu,ID,2024-05-09,-8.1181,111.8935,63,73,84.434,2.47
594,pyt-yakh,RU,2024-05-09,60.7499,72.8582,93,74,42.92599999999999,6.09
595,peniche,PT,2024-05-09,39.3558,-9.3811,100,95,62.564000000000036,2.3
596,albunol,ES,2024-05-09,36.792,-3.205,92,66,57.79399999999997,0.88
597,santa elena de uairen,VE,2024-05-09,4.6167,-61.1333,100,91,70.592,1.36
598,cumanayagua,CU,2024-05-09,22.1494,-80.2022,33,77,80.618,1.59
599,tadjourah,DJ,2024-05-09,12,42.5,10,57,82.94000000000003,2.74
600,guerrero negro,MX,2024-05-09,27.9769,-114.0611,41,79,61.12400000000001,7.12
